full_name,category,default_branch,commits_atom,releases_atom
MicrosoftLearning/mslearn-copilot.ja-jp,training,main,https://github.com/MicrosoftLearning/mslearn-copilot.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-copilot.ja-jp/releases.atom
MicrosoftLearning/mslearn-azure-ml.ja-jp,training,main,https://github.com/MicrosoftLearning/mslearn-azure-ml.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-azure-ml.ja-jp/releases.atom
MicrosoftLearning/mslearn-ai-fundamentals.ja-jp,training,main,https://github.com/MicrosoftLearning/mslearn-ai-fundamentals.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-ai-fundamentals.ja-jp/releases.atom
MicrosoftLearning/mslearn-ai-agents.ja-jp,training,main,https://github.com/MicrosoftLearning/mslearn-ai-agents.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-ai-agents.ja-jp/releases.atom
MicrosoftLearning/MS-4018-Draft-analyze-present-Microsoft-365-Copilot.ja-jp,training,main,https://github.com/MicrosoftLearning/MS-4018-Draft-analyze-present-Microsoft-365-Copilot.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/MS-4018-Draft-analyze-present-Microsoft-365-Copilot.ja-jp/releases.atom
MicrosoftDocs/customer-insights,docs,main,https://github.com/MicrosoftDocs/customer-insights/commits/main.atom,https://github.com/MicrosoftDocs/customer-insights/releases.atom
microsoft/teams-agent-accelerator-templates,samples,main,https://github.com/microsoft/teams-agent-accelerator-templates/commits/main.atom,https://github.com/microsoft/teams-agent-accelerator-templates/releases.atom
Azure-Samples/dapr-aks-extension-quickstart,samples,main,https://github.com/Azure-Samples/dapr-aks-extension-quickstart/commits/main.atom,https://github.com/Azure-Samples/dapr-aks-extension-quickstart/releases.atom
MicrosoftDocs/entra-docs,docs,main,https://github.com/MicrosoftDocs/entra-docs/commits/main.atom,https://github.com/MicrosoftDocs/entra-docs/releases.atom
MicrosoftDocs/azure-monitor-docs,docs,main,https://github.com/MicrosoftDocs/azure-monitor-docs/commits/main.atom,https://github.com/MicrosoftDocs/azure-monitor-docs/releases.atom
MicrosoftDocs/azure-aks-docs,docs,main,https://github.com/MicrosoftDocs/azure-aks-docs/commits/main.atom,https://github.com/MicrosoftDocs/azure-aks-docs/releases.atom
MicrosoftDocs/architecture-center,docs,main,https://github.com/MicrosoftDocs/architecture-center/commits/main.atom,https://github.com/MicrosoftDocs/architecture-center/releases.atom
MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator.ja-jp,training,main,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator.ja-jp/releases.atom
Azure-Samples/ms-identity-ciam-native-javascript-samples,samples,main,https://github.com/Azure-Samples/ms-identity-ciam-native-javascript-samples/commits/main.atom,https://github.com/Azure-Samples/ms-identity-ciam-native-javascript-samples/releases.atom
Azure-Samples/communication-services-messaging-teams-app,samples,main,https://github.com/Azure-Samples/communication-services-messaging-teams-app/commits/main.atom,https://github.com/Azure-Samples/communication-services-messaging-teams-app/releases.atom
microsoft/react-native-windows-samples,samples,main,https://github.com/microsoft/react-native-windows-samples/commits/main.atom,https://github.com/microsoft/react-native-windows-samples/releases.atom
Azure-Samples/API-Center-Workshop,samples,main,https://github.com/Azure-Samples/API-Center-Workshop/commits/main.atom,https://github.com/Azure-Samples/API-Center-Workshop/releases.atom
microsoft/contoso-real-estate-power-platform,samples,main,https://github.com/microsoft/contoso-real-estate-power-platform/commits/main.atom,https://github.com/microsoft/contoso-real-estate-power-platform/releases.atom
MicrosoftDocs/win32,docs,docs,https://github.com/MicrosoftDocs/win32/commits/docs.atom,https://github.com/MicrosoftDocs/win32/releases.atom
MicrosoftDocs/windows-ai-docs,docs,docs,https://github.com/MicrosoftDocs/windows-ai-docs/commits/docs.atom,https://github.com/MicrosoftDocs/windows-ai-docs/releases.atom
MicrosoftDocs/CommunityToolkit,docs,main,https://github.com/MicrosoftDocs/CommunityToolkit/commits/main.atom,https://github.com/MicrosoftDocs/CommunityToolkit/releases.atom
Azure-Samples/java-ai,samples,main,https://github.com/Azure-Samples/java-ai/commits/main.atom,https://github.com/Azure-Samples/java-ai/releases.atom
Azure/chaos-engineering-demo,samples,main,https://github.com/Azure/chaos-engineering-demo/commits/main.atom,https://github.com/Azure/chaos-engineering-demo/releases.atom
Azure-Samples/AI-Gateway,samples,main,https://github.com/Azure-Samples/AI-Gateway/commits/main.atom,https://github.com/Azure-Samples/AI-Gateway/releases.atom
microsoft/dynamics-365-contact-center,samples,main,https://github.com/microsoft/dynamics-365-contact-center/commits/main.atom,https://github.com/microsoft/dynamics-365-contact-center/releases.atom
Azure-Samples/azure-container-apps-blue-green-with-azure-pipelines,samples,main,https://github.com/Azure-Samples/azure-container-apps-blue-green-with-azure-pipelines/commits/main.atom,https://github.com/Azure-Samples/azure-container-apps-blue-green-with-azure-pipelines/releases.atom
microsoft/SharePoint-Embedded-Samples,samples,main,https://github.com/microsoft/SharePoint-Embedded-Samples/commits/main.atom,https://github.com/microsoft/SharePoint-Embedded-Samples/releases.atom
Azure-Samples/quarkus-azure,samples,main,https://github.com/Azure-Samples/quarkus-azure/commits/main.atom,https://github.com/Azure-Samples/quarkus-azure/releases.atom
Azure-Samples/azure-health-data-and-ai-samples,samples,main,https://github.com/Azure-Samples/azure-health-data-and-ai-samples/commits/main.atom,https://github.com/Azure-Samples/azure-health-data-and-ai-samples/releases.atom
microsoft/30daysof,samples,main,https://github.com/microsoft/30daysof/commits/main.atom,https://github.com/microsoft/30daysof/releases.atom
Azure-Samples/communication-services-virtual-visits-js,samples,main,https://github.com/Azure-Samples/communication-services-virtual-visits-js/commits/main.atom,https://github.com/Azure-Samples/communication-services-virtual-visits-js/releases.atom
Azure-Samples/communication-services-authentication-hero-csharp,samples,main,https://github.com/Azure-Samples/communication-services-authentication-hero-csharp/commits/main.atom,https://github.com/Azure-Samples/communication-services-authentication-hero-csharp/releases.atom
Azure-Samples/communication-services-authentication-hero-nodejs,samples,main,https://github.com/Azure-Samples/communication-services-authentication-hero-nodejs/commits/main.atom,https://github.com/Azure-Samples/communication-services-authentication-hero-nodejs/releases.atom
MicrosoftDocs/teams-ai-library,docs,main,https://github.com/MicrosoftDocs/teams-ai-library/commits/main.atom,https://github.com/MicrosoftDocs/teams-ai-library/releases.atom
microsoft/vscode-edge-devtools,docs,main,https://github.com/microsoft/vscode-edge-devtools/commits/main.atom,https://github.com/microsoft/vscode-edge-devtools/releases.atom
microsoft/amplifier-docs,docs,main,https://github.com/microsoft/amplifier-docs/commits/main.atom,https://github.com/microsoft/amplifier-docs/releases.atom
OfficeDev/office-js-snippets,training,main,https://github.com/OfficeDev/office-js-snippets/commits/main.atom,https://github.com/OfficeDev/office-js-snippets/releases.atom
Azure/azure-sdk,docs,main,https://github.com/Azure/azure-sdk/commits/main.atom,https://github.com/Azure/azure-sdk/releases.atom
microsoft/BuildXL,samples,main,https://github.com/microsoft/BuildXL/commits/main.atom,https://github.com/microsoft/BuildXL/releases.atom
microsoft/azuredatastudio,docs,main,https://github.com/microsoft/azuredatastudio/commits/main.atom,https://github.com/microsoft/azuredatastudio/releases.atom
microsoft/fabric-user-data-functions-samples,samples,main,https://github.com/microsoft/fabric-user-data-functions-samples/commits/main.atom,https://github.com/microsoft/fabric-user-data-functions-samples/releases.atom
Azure/AppConfiguration,samples,main,https://github.com/Azure/AppConfiguration/commits/main.atom,https://github.com/Azure/AppConfiguration/releases.atom
Azure/iot-operations-sdks,docs,main,https://github.com/Azure/iot-operations-sdks/commits/main.atom,https://github.com/Azure/iot-operations-sdks/releases.atom
dotnet/docs,docs,main,https://github.com/dotnet/docs/commits/main.atom,https://github.com/dotnet/docs/releases.atom
MicrosoftDocs/powerapps-docs,docs,main,https://github.com/MicrosoftDocs/powerapps-docs/commits/main.atom,https://github.com/MicrosoftDocs/powerapps-docs/releases.atom
MicrosoftDocs/dynamics-365-contact-center,docs,main,https://github.com/MicrosoftDocs/dynamics-365-contact-center/commits/main.atom,https://github.com/MicrosoftDocs/dynamics-365-contact-center/releases.atom
MicrosoftDocs/dynamics-365-unified-operations-public,docs,main,https://github.com/MicrosoftDocs/dynamics-365-unified-operations-public/commits/main.atom,https://github.com/MicrosoftDocs/dynamics-365-unified-operations-public/releases.atom
MicrosoftDocs/dynamics365-guidance,docs,main,https://github.com/MicrosoftDocs/dynamics365-guidance/commits/main.atom,https://github.com/MicrosoftDocs/dynamics365-guidance/releases.atom
MicrosoftDocs/power-platform,docs,main,https://github.com/MicrosoftDocs/power-platform/commits/main.atom,https://github.com/MicrosoftDocs/power-platform/releases.atom
MicrosoftDocs/dynamics-365-intelligent-order-management,docs,main,https://github.com/MicrosoftDocs/dynamics-365-intelligent-order-management/commits/main.atom,https://github.com/MicrosoftDocs/dynamics-365-intelligent-order-management/releases.atom
Azure-Samples/explore-iot-operations,samples,main,https://github.com/Azure-Samples/explore-iot-operations/commits/main.atom,https://github.com/Azure-Samples/explore-iot-operations/releases.atom
microsoft/pylance-release,docs,main,https://github.com/microsoft/pylance-release/commits/main.atom,https://github.com/microsoft/pylance-release/releases.atom
microsoft/bcsamples-bingmaps.pte,samples,main,https://github.com/microsoft/bcsamples-bingmaps.pte/commits/main.atom,https://github.com/microsoft/bcsamples-bingmaps.pte/releases.atom
microsoftgraph/microsoft-graph-docs-contrib,docs,main,https://github.com/microsoftgraph/microsoft-graph-docs-contrib/commits/main.atom,https://github.com/microsoftgraph/microsoft-graph-docs-contrib/releases.atom
microsoftgraph/msgraph-beta-sdk-go,docs,main,https://github.com/microsoftgraph/msgraph-beta-sdk-go/commits/main.atom,https://github.com/microsoftgraph/msgraph-beta-sdk-go/releases.atom
microsoftgraph/msgraph-beta-sdk-java,docs,main,https://github.com/microsoftgraph/msgraph-beta-sdk-java/commits/main.atom,https://github.com/microsoftgraph/msgraph-beta-sdk-java/releases.atom
OfficeDev/office-js-docs-pr,docs,main,https://github.com/OfficeDev/office-js-docs-pr/commits/main.atom,https://github.com/OfficeDev/office-js-docs-pr/releases.atom
MicrosoftDocs/Advertising,docs,main,https://github.com/MicrosoftDocs/Advertising/commits/main.atom,https://github.com/MicrosoftDocs/Advertising/releases.atom
MicrosoftDocs/learn,docs,main,https://github.com/MicrosoftDocs/learn/commits/main.atom,https://github.com/MicrosoftDocs/learn/releases.atom
MicrosoftDocs/azure-dev-docs,docs,main,https://github.com/MicrosoftDocs/azure-dev-docs/commits/main.atom,https://github.com/MicrosoftDocs/azure-dev-docs/releases.atom
MicrosoftDocs/powerbi-docs,docs,main,https://github.com/MicrosoftDocs/powerbi-docs/commits/main.atom,https://github.com/MicrosoftDocs/powerbi-docs/releases.atom
MicrosoftDocs/office-docs-powershell,docs,main,https://github.com/MicrosoftDocs/office-docs-powershell/commits/main.atom,https://github.com/MicrosoftDocs/office-docs-powershell/releases.atom
OfficeDev/office-js-docs-reference,docs,main,https://github.com/OfficeDev/office-js-docs-reference/commits/main.atom,https://github.com/OfficeDev/office-js-docs-reference/releases.atom
MicrosoftDocs/sql-docs,docs,live,https://github.com/MicrosoftDocs/sql-docs/commits/live.atom,https://github.com/MicrosoftDocs/sql-docs/releases.atom
MicrosoftDocs/memdocs,docs,main,https://github.com/MicrosoftDocs/memdocs/commits/main.atom,https://github.com/MicrosoftDocs/memdocs/releases.atom
dotnet/EntityFramework.Docs,docs,main,https://github.com/dotnet/EntityFramework.Docs/commits/main.atom,https://github.com/dotnet/EntityFramework.Docs/releases.atom
microsoft/atlas-design,docs,main,https://github.com/microsoft/atlas-design/commits/main.atom,https://github.com/microsoft/atlas-design/releases.atom
Azure/azure-sdk-for-cpp,docs,main,https://github.com/Azure/azure-sdk-for-cpp/commits/main.atom,https://github.com/Azure/azure-sdk-for-cpp/releases.atom
Azure/azure-sdk-for-c,docs,main,https://github.com/Azure/azure-sdk-for-c/commits/main.atom,https://github.com/Azure/azure-sdk-for-c/releases.atom
MicrosoftDocs/azure-docs-sdk-cpp,docs,main,https://github.com/MicrosoftDocs/azure-docs-sdk-cpp/commits/main.atom,https://github.com/MicrosoftDocs/azure-docs-sdk-cpp/releases.atom
MicrosoftDocs/visualstudio-docs,docs,main,https://github.com/MicrosoftDocs/visualstudio-docs/commits/main.atom,https://github.com/MicrosoftDocs/visualstudio-docs/releases.atom
MicrosoftDocs/azure-compute-docs,docs,main,https://github.com/MicrosoftDocs/azure-compute-docs/commits/main.atom,https://github.com/MicrosoftDocs/azure-compute-docs/releases.atom
MicrosoftLearning/mslearn-ai-fundamentals,training,main,https://github.com/MicrosoftLearning/mslearn-ai-fundamentals/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-ai-fundamentals/releases.atom
MicrosoftDocs/cloud-adoption-framework,docs,main,https://github.com/MicrosoftDocs/cloud-adoption-framework/commits/main.atom,https://github.com/MicrosoftDocs/cloud-adoption-framework/releases.atom
MicrosoftDocs/security,docs,main,https://github.com/MicrosoftDocs/security/commits/main.atom,https://github.com/MicrosoftDocs/security/releases.atom
Azure/LogicAppsUX,docs,main,https://github.com/Azure/LogicAppsUX/commits/main.atom,https://github.com/Azure/LogicAppsUX/releases.atom
microsoft/azure-quantum-python,docs,main,https://github.com/microsoft/azure-quantum-python/commits/main.atom,https://github.com/microsoft/azure-quantum-python/releases.atom
microsoft/OpenAIWorkshop,training,main,https://github.com/microsoft/OpenAIWorkshop/commits/main.atom,https://github.com/microsoft/OpenAIWorkshop/releases.atom
